itemid,movies,actors
1194,Once Were Warriors (1994),"['Rena Owen', 'Temuera Morrison', 'Mamaengaroa Kerr-Bell']"
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),"['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']"
1196,Les) Savage Nights (Nuits fauves (1992),"['Cyril Collard', 'Romane Bohringer', 'Carlos López']"
1197,A Family Thing (1996),"['Robert Duvall', 'James Earl Jones', 'Michael Beach']"
1198,Purple Noon (1960),"['Alain Delon', 'Marie Laforêt', 'Maurice Ronet']"
1199,Cemetery Man (Dellamorte Dellamore) (1994),Unknow
1200,Kim (1950),"['Errol Flynn', 'Dean Stockwell', 'Paul Lukas']"
1201,Marlene Dietrich: Shadow and Light (1996) ,"['Marlene Dietrich', 'Maria Riva', 'David Riva']"
1202,Maybe Maybe Mann,"['Til Schweiger', 'Joachim Król', 'Katja Riemann']"
1203,Top Hat (1935),"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']"
1204,To Be or Not to Be (1942),"['Carole Lombard', 'Jack Benny', 'Robert Stack']"
1205,The Secret Agent (1996),"['Bob Hoskins', 'Patricia Arquette', 'Gérard Depardieu']"
1206,Amos & Andrew (1993),"['Samuel L. Jackson', 'Michael Lerner', 'Margaret Colin']"
1207,Jade (1995),"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']"
1208,Kiss of Death (1995),"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage']"
1209,Mixed Nuts (1994),"['Steve Martin', 'Madeline Kahn', 'Robert Klein']"
1210,Virtuosity (1995),"['Denzel Washington', 'Kelly Lynch', 'Russell Crowe']"
1211,Blue Sky (1994),"['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe']"
1212,Flesh and Bone (1993),"['Julia McNeal', 'Ron Kuhlman', 'Jerry Swindall']"
1213,Guilty as Sin (1993),['Unknow']
1214,In the Realm of the Senses (Ai no corrida) (1976),"['Tatsuya Fuji', 'Eiko Matsuda', 'Aoi Nakajima']"
1215,Barb Wire (1996),"['Amir AboulEla', 'Adriana Alexander', 'David Andriole']"
1216,Kissed (1996),"['Molly Parker', 'Peter Outerbridge', 'Jay Brazeau']"
1217,Assassins (1995),"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']"
1218,Friday (1995),"['Ice Cube', 'Chris Tucker', 'Nia Long']"
1219,A Goofy Movie (1995),"['Bill Farmer', 'Jason Marsden', 'Jim Cummings']"
1220,Higher Learning (1995),"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']"
1221,When a Man Loves a Woman (1994),"['Andy Garcia', 'Meg Ryan', 'Ellen Burstyn']"
1222,Judgment Night (1993),"['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary']"
1223,King of the Hill (1993),"['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn']"
1224,The Scout (1994),"['Albert Brooks', 'Brendan Fraser', 'Dianne Wiest']"
1225,Angus (1995),"['Perry Anzilotti', 'Kathy Bates', 'Robert Curtis Brown']"
1226,Night Falls on Manhattan (1997),"['Andy Garcia', 'Ian Holm', 'James Gandolfini']"
1227,An Awfully Big Adventure (1995),"['Alan Rickman', 'Hugh Grant', 'Georgina Cates']"
1228,Under Siege 2: Dark Territory (1995),"['Steven Seagal', 'Eric Bogosian', 'Everett McGill']"
1229,Poison Ivy II (1995),"['Alyssa Milano', 'Johnathon Schaech', 'Xander Berkeley']"
1230,Ready to Wear (Pret-A-Porter) (1994),"['Marcello Mastroianni', 'Sophia Loren', 'Jean-Pierre Cassel']"
1231,Marked for Death (1990),"['Steven Seagal', 'Basil Wallace', 'Keith David']"
1232,Madonna: Truth or Dare (1991),"['Madonna', 'Donna DeLory', 'Niki Haris']"
1233,Nénette et Boni (1996),"['Grégoire Colin', 'Alice Houri', 'Jacques Nolot']"
1234,Chairman of the Board (1998),"[""Scott 'Carrot Top' Thompson"", 'Courtney Thorne-Smith', 'Larry Miller']"
1235,The Big Bang Theory (1994),"['Johnny Galecki', 'Jim Parsons', 'Kaley Cuoco']"
1236,Other Other Voices (1997),"['Lothaire Bluteau', 'Anna Thomson', 'David Speck']"
1237,Twisted (1996),"['Melissa Joan Hart', 'Daniel Baldwin', 'Jeremy Jordan']"
1238,Full Speed (1996),"['Élodie Bouchez', 'Stéphane Rideau', 'Pascal Cervo']"
1239,Cutthroat Island (1995),"['Geena Davis', 'Matthew Modine', 'Frank Langella']"
1240,Ghost in the Shell (Kokaku kidotai) (1995),"['Atsuko Tanaka', 'Akio Ôtsuka', 'Kôichi Yamadera']"
1241,The Van (1996),"['Colm Meaney', ""Donal O'Kelly"", 'Ger Ryan']"
1242,The Old Lady Who Walked in the Sea mer,"['Jeanne Moreau', 'Michel Serrault', 'Luc Thuillier']"
1243,Night Flier (1997),"['Miguel Ferrer', 'Julie Entwisle', 'Dan Monahan']"
1244,Metro (1997),"['Eddie Murphy', 'Kim Miyori', 'Art Evans']"
1245,Gridlock'd (1997),"['Tim Roth', 'Tupac Shakur', 'Thandiwe Newton']"
1246,Bushwhacked (1995),"['Daniel Stern', 'Jon Polito', 'Brad Sullivan']"
1247,Bad Girls (1994),"['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell']"
1248,Blink (1994),"['Brian Bonsall', 'Karen Duffy', 'James Rebhorn']"
1249,For Love or Money (1993),"['Michael J. Fox', 'Gabrielle Anwar', 'Anthony Higgins']"
1250,Best of the Best 3: No Turning Back (1995),"['Phillip Rhee', 'Christopher McDonald', 'Gina Gershon']"
1251,A Chef in Love (1996),"['Pierre Richard', 'Micheline Presle', 'Nino Kirtadze']"
1252,Le) Contempt (Mépris (1963),Unknow
1253,The Tie That Binds (1995),"['Daryl Hannah', 'Keith Carradine', 'Moira Kelly']"
1254,Gone Fishin' (1997),"['Joe Pesci', 'Danny Glover', 'Rosanna Arquette']"
1255,Broken English (1996),"['Rade Serbedzija', 'Aleksandra Vujcic', 'Julian Arahanga']"
1256,The Designated Mourner (1997),"['Mike Nichols', 'Miranda Richardson', 'David de Keyser']"
1257,The Designated Mourner (1997),"['Mike Nichols', 'Miranda Richardson', 'David de Keyser']"
1258,Trial and Error (1997),"[""Nicholas D'Agosto"", 'Jayma Mays', 'Steven Boyer']"
1259,Pie in the Sky (1995),"['Josh Charles', 'Anne Heche', 'John Goodman']"
1260,Total Eclipse (1995),"['Leonardo DiCaprio', 'David Thewlis', 'Romane Bohringer']"
1261,The Run of the Country (1995),"['Albert Finney', 'Matt Keeslar', 'Victoria Smurfit']"
1262,Walking and Talking (1996),"['Amy Braverman', 'Miranda Rhyne', 'Catherine Keener']"
1263,Foxfire (1996),"['Hedy Burress', 'Angelina Jolie', 'Jenny Lewis']"
1264,Nothing to Lose (1994),"['Martin Lawrence', 'Tim Robbins', 'John C. McGinley']"
1265,Star Maps (1997),"['Douglas Spain', 'Efrain Figueroa', 'Kandeyce Jorden']"
1266,Bread and Chocolate (Pane e cioccolata) (1973),['Unknow']
1267,Clockers (1995),"['Harvey Keitel', 'John Turturro', 'Delroy Lindo']"
1268,Bitter Moon (1992),"['Peter Coyote', 'Emmanuelle Seigner', 'Hugh Grant']"
1269,Love in the Afternoon (1957),"['Gary Cooper', 'Audrey Hepburn', 'Maurice Chevalier']"
1270,Life with Mikey (1993),"['Michael J. Fox', 'Christina Vidal', 'Nathan Lane']"
1271,North (1994),"['Elijah Wood', 'Jason Alexander', 'Julia Louis-Dreyfus']"
1272,Talking About Sex (1994),"['Kim Wayans', 'Daniel Beer', 'Daria Lynn']"
1273,Color of Night (1994),"['Bruce Willis', 'Jane March', 'Rubén Blades']"
1274,Robocop 3 (1993),"['Robert John Burke', 'Mario Machado', 'Remy Ryan']"
1275,Killer (Bulletproof Heart) (1994),"['Anthony LaPaglia', 'Mimi Rogers', 'Matt Craven']"
1276,Sunset Park (1996),"['Rhea Perlman', 'Fredro Starr', 'Carol Kane']"
1277,Set It Off (1996),"['Jada Pinkett Smith', 'Queen Latifah', 'Vivica A. Fox']"
1278,Selena (1997),"['Jennifer Lopez', 'Jackie Guerra', 'Constance Marie']"
1279,Wild America (1997),"['Jonathan Taylor Thomas', 'Devon Sawa', 'Scott Bairstow']"
1280,Gang Related (1997),"['Jim Belushi', 'Tupac Shakur', 'Lela Rochon']"
1281,Manny & Lo (1996),"['Mary Kay Place', 'Scarlett Johansson', 'Aleksa Palladino']"
1282,The Grass Harp (1995),"['Piper Laurie', 'Sissy Spacek', 'Walter Matthau']"
1283,Out to Sea (1997),"['Jack Lemmon', 'Walter Matthau', 'Dyan Cannon']"
1284,Before and After (1996),"['Meryl Streep', 'Liam Neeson', 'Edward Furlong']"
1285,Princess Caraboo (1994),"['Jim Broadbent', 'Phoebe Cates', 'Wendy Hughes']"
1286,Shall We Dance? (1937),"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']"
1287,Ed (1996),"['Matt LeBlanc', 'Gene Ross', 'Paul Hewitt']"
1288,Denise Calls Up (1995),Unknow
1289,Jack and Sarah (1995),"['Richard E. Grant', 'Samantha Mathis', 'Judi Dench']"
1290,Country Life (1994),"['Sam Neill', 'Greta Scacchi', 'John Hargreaves']"
1291,Celtic Pride (1996),"['Damon Wayans', 'Daniel Stern', 'Dan Aykroyd']"
1292,A Simple Wish (1997),"['Robert Pastorelli', 'Ruby Dee', 'Francis Capra']"
1293,Star Kid (1997),"['Joseph Mazzello', 'Joey Simmrin', 'Alex Daniels']"
1294,Ayn Rand: A Sense of Life (1997),"['Sharon Gless', 'Michael S. Berliner', 'Harry Binswanger']"
1295,Kicked in the Head (1997),"['Kevin Corrigan', 'Linda Fiorentino', 'Michael Rapaport']"
1296,Indian Summer (1996),"['Jason Flemyng', 'Antony Sher', 'Dorothy Tutin']"
1297,Love Affair (1994),"['Warren Beatty', 'Annette Bening', 'Katharine Hepburn']"
1298,The Band Wagon (1953),"['Fred Astaire', 'Cyd Charisse', 'Oscar Levant']"
1299,Penny Serenade (1941),"['Irene Dunne', 'Cary Grant', 'Beulah Bondi']"
1300,'Til There Was You (1997),"['John Plumpis', 'Janel Moloney', 'Yvonne Zima']"
1301,Stripes (1981),"['Bill Murray', 'Harold Ramis', 'Warren Oates']"
1302,Late Bloomers (1996),"['Connie Nelson', 'Dee Hennigan', 'Gary Mitchell Carter']"
1303,The Getaway (1994),"['Alec Baldwin', 'Kim Basinger', 'Michael Madsen']"
1304,New York Cop (1996),"['Tôru Nakamura', 'Chad McQueen', 'Mira Sorvino']"
1305,National Lampoon's Senior Trip (1995),"['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane']"
1306,Delta of Venus (1994),"['Audie England', 'Costas Mandylor', 'Eric da Silva']"
1307,Carmen Miranda: Bananas Is My Business (1994),"['Cynthia Adler', 'Eric Barreto', 'Mario Cunha']"
1308,Babyfever (1994),"['Victoria Foyt', 'Matt Salinger', 'Frances Fisher']"
1309,A Very Natural Thing (1974),"['Robert McLane', 'Curt Gareth', 'Bo White']"
1310,A Walk in the Sun (1945),"['Dana Andrews', 'Richard Conte', 'George Tyne']"
1311,Waiting to Exhale (1995),"['Whitney Houston', 'Angela Bassett', 'Loretta Devine']"
1312,The Pompatus of Love (1996),"['Roger Ebert', 'Gene Siskel']"
1313,Palmetto (1998),"['Woody Harrelson', 'Elisabeth Shue', 'Gina Gershon']"
1314,Surviving the Game (1994),"['Ice-T', 'Rutger Hauer', 'Charles S. Dutton']"
1315,Inventing the Abbotts (1997),"['Joaquin Phoenix', 'Billy Crudup', 'Will Patton']"
1316,The Horse Whisperer (1998),"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill']"
1317,The Journey of August King (1995),"['Jason Patric', 'Thandiwe Newton', 'Larry Drake']"
1318,Catwalk (1995),"['Christy Turlington', 'Azzedine Alaïa', 'Giorgio Armani']"
1319,The Neon Bible (1995),"['Jacob Tierney', 'Drake Bell', 'Gena Rowlands']"
1320,Homage (1995),"['Blythe Danner', 'Frank Whaley', 'Sheryl Lee']"
1321,Open Season (1996),"['Martin Lawrence', 'Ashton Kutcher', 'Gary Sinise']"
1322,Metisse (Café au Lait) (1993),"['Julie Mauduech', 'Hubert Koundé', 'Mathieu Kassovitz']"
1323,The Wooden Man's Bride (1994),"['Shih Chang', 'Lan Wang', 'Yumei Wang']"
1324,Loaded (1994),"['Oliver Milburn', 'Dearbhla Molloy', 'Danny Cunningham']"
1325,August (1996),"['Anthony Hopkins', 'Leslie Phillips', 'Kate Burton']"
1326,Boys (1996),"['Winona Ryder', 'Lukas Haas', 'John C. Reilly']"
1327,Captives (1994),"['Julia Ormond', 'Tim Roth', 'Keith Allen']"
1328,Of Love and Shadows (1994),"['Antonio Banderas', 'Jennifer Connelly', 'Stefania Sandrelli']"
1329,The Low Life (1994),"['Rory Cochrane', 'Sean Astin', 'Kyra Sedgwick']"
1330,An Unforgettable Summer (1994),"['Kristin Scott Thomas', 'Claudiu Bleont', 'Olga Tudorache']"
1331,His Last Klezmer: Leopold Kozlowski Music,Unknow
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),"['Sami Frey', 'Marc Barbé', 'Julie Jézéquel']"
1333,Midnight Dancers (Sibak) (1994),"['Alex Del Rosario', 'Gandong Cervantes', 'Lawrence David']"
1334,Somebody to Love (1994),"['Rosie Perez', 'Harvey Keitel', 'Anthony Quinn']"
1335,American Buffalo (1996),"['Dustin Hoffman', 'Dennis Franz', 'Sean Nelson']"
1336,Kazaam (1996),"[""Shaquille O'Neal"", 'Francis Capra', 'Ally Walker']"
1337,Larger Than Life (1996),"['Jerry Adler', 'Bill Murray', 'Richard Alan Baker']"
1338,Two Deaths (1995),"['Sonia Braga', 'Patrick Malahide', 'Ion Caramitru']"
1339,Stefano Quantestorie (1993),"['Maurizio Nichetti', 'Elena Sofia Ricci', 'Amanda Sandrelli']"
1340,The Crude Oasis (1995),"['Jennifer Taylor', 'Aaron Shields', 'Robert Peterson']"
1341,Hedd Wyn (1992),"['Huw Garmon', 'Catrin Fychan', 'Ceri Cunnington']"
1342,The Convent (Convento,"['Joanna Canton', 'Richard Trapp', 'Dax Miller']"
1343,Lotto Land (1995),"['Lawrence Gilliard Jr.', 'Wendell Holmes', 'Barbara Gonzalez']"
1344,The Story of Xinghua (1993),"['Charles Dance', 'Clarke Peters', 'Avi Azulay']"
1345,The Day the Sun Turned Cold (1994),"['Siqin Gaowa', 'Chung-Hua Tou', 'Jingwu Ma']"
1346,Dingo (1992),"['Rob Paulsen', 'April Winchell', 'Jim Cummings']"
1347,The Ballad of Narayama (1958),"['Kinuyo Tanaka', 'Teiji Takahashi', 'Yûko Mochizuki']"
1348,Every Other Weekend (1990),"['Zyra Gorecki', 'Julian Lerner', 'Angelina Palma']"
1349,Mille bolle blu (1993),"['Carla Benedetti', 'Matteo Fadda', 'Giacomo Fadda']"
1350,Crows and Sparrows (1949),"['Dan Zhao', 'Yinyan Wu', 'Daolin Sun']"
1351,Lover's Knot (1996),"['Billy Campbell', 'Jennifer Grey', 'Tim Curry']"
1352,Shadow of Angels (Schatten der Engel) (1976),"['Ingrid Caven', 'Rainer Werner Fassbinder', 'Annemarie Düringer']"
1353,1-900 (1994),"['Ariane Schluter', 'Ad van Kempen']"
1354,Venice/Venice (1992),"['Henry Jaglom', 'Nelly Alard', 'Melissa Leo']"
1355,Infinity (1996),"['Matthew Broderick', 'Jeffrey Force', 'Peter Riegert']"
1356,Ed's Next Move (1996),"['Matt Ross', 'Catherine Curtin', 'Timothy Pilato']"
1357,For the Moment (1994),"['Russell Crowe', 'Christianne Hirt', 'Wanda Cannon']"
1358,The Deadly Cure (1996),"['Rock Hudson', 'Susan Saint James', 'John Schuck']"
1359,Boys in Venice (1996),Unknow
1360,The Sexual Life of the Belgians (1994),"['Jean-Henri Compère', 'Noe Francq', 'Isabelle Legros']"
1361,The Search for One-eye Jimmy (1996),"['Holt McCallany', 'Michael Badalucco', 'Nicholas Turturro']"
1362,American Strays (1996),"['Scott Plank', 'Melora Walters', 'John Savage']"
1363,The Leopard Son (1996),Unknow
1364,Bird of Prey (1996),"['Jennifer Tilly', 'Boyan Milushev', 'Richard Chamberlain']"
1365,Johnny 100 Pesos (1993),"['Armando Araiza', 'Patricia Rivera', 'Willy Semler']"
1366,JLG/JLG - autoportrait de décembre (1994),"['Jean-Luc Godard', 'Geneviève Pasquier', 'Denis Jadót']"
1367,Faust (1994),"['Petr Cepek', 'Jan Kraus', 'Vladimír Kudla']"
1368,Mina Tannenbaum (1994),"['Romane Bohringer', 'Elsa Zylberstein', 'Florence Thomassin']"
1369,The Forbidden Christ proibito,"['Raf Vallone', 'Rina Morelli', 'Alain Cuny']"
1370,I Can't Sleep (J'ai pas sommeil) (1994),['Unknow']
1371,The Machine (1994),"['Jeff Wincott', 'Michael Ironside', 'Terri Hawkes']"
1372,The Stranger (1994),"['Carla Anderson', 'Alan Apple', 'Robert Clayton']"
1373,Good Morning (1971),"['Roger Carroll', 'Vern Rowe']"
1374,Falling in Love Again (1980),"['Elliott Gould', 'Susannah York', 'Kaye Ballard']"
1375,The Cement Garden (1993),"['Andrew Robertson', 'Charlotte Gainsbourg', 'Alice Coulthard']"
1376,Meet Wally Sparks (1997),"['Rodney Dangerfield', 'Debi Mazar', 'David Ogden Stiers']"
1377,Hotel de Love (1996),"['Aden Young', 'Saffron Burrows', 'Simon Bossell']"
1378,Rhyme & Reason (1997),"['B-Real', 'Kurtis Blow', 'Da Brat']"
1379,Love and Other Catastrophes (1996),"['Matt Day', 'Matthew Dyktynski', 'Alice Garner']"
1380,Hollow Reed (1996),"['Sam Bould', 'Martin Donovan', 'Ian Hart']"
1381,Losing Chase (1996),"['Helen Mirren', 'Kyra Sedgwick', 'Beau Bridges']"
1382,Le Bonheur (1965),"['Jean-Claude Drouot', 'Marie-France Boyer', 'Marcelle Faure-Bertin']"
1383,The Second Jungle Book: Mowgli & Baloo (1997),"['Jamie Williams', 'Billy Campbell', 'Roddy McDowall']"
1384,Squeeze (1996),"['Lara Flynn Boyle', 'Danny Nucci', 'Peter Dobson']"
1385,Roseanna's Grave (For Roseanna) (1997),"['Jean Reno', 'Mercedes Ruehl', 'Polly Walker']"
1386,Tetsuo II: Body Hammer (1992),"['Tomorô Taguchi', ""Shin'ya Tsukamoto"", 'Nobu Kanaoka']"
1387,Fall (1997),"['Eric Schaeffer', 'Amanda De Cadenet', 'Rudolf Martin']"
1388,Gabbeh (1996),"['Abbas Sayah', 'Shaghayeh Djodat', 'Hossein Moharami']"
1389,Mondo (1996),"[""Vincent D'Onofrio"", 'Renée Zellweger', 'Ann Wedgeworth']"
1390,The Innocent Sleep (1995),"['Oliver Cotton', 'Tony Bluto', 'Paul Brightwell']"
1391,For Ever Mozart (1996),"['Madeleine Assas', 'Ghalya Lacroix', 'Bérangère Allaux']"
1392,The Locusts (1997),"['Kate Capshaw', 'Jeremy Davies', 'Vince Vaughn']"
1393,Stag (1997),"['John Stockwell', 'Mario Van Peebles', 'Jerry Stiller']"
1394,Swept from the Sea (1997),"['Rachel Weisz', 'Vincent Perez', 'Ian McKellen']"
1395,Hurricane Streets (1998),"['Brendan Sexton III', 'Antoine McLean', 'Mtume Gant']"
1396,Stonewall (1995),"['Guillermo Diaz', 'Frederick Weller', 'Brendan Corbalis']"
1397,Of Human Bondage (1934),"['Leslie Howard', 'Bette Davis', 'Frances Dee']"
1398,Anna (1996),"['Charlotte Gainsbourg', 'Gérard Lanvin', 'Sami Bouajila']"
1399,Stranger in the House (1997),"['Michele Greene', 'Bruce Dinsmore', 'Steve Railsback']"
1400,Picture Bride (1995),"['Yûki Kudô', 'Cary-Hiroyuki Tagawa', 'Tamlyn Tomita']"
1401,M. Butterfly (1993),"['Jeremy Irons', 'John Lone', 'Barbara Sukowa']"
1402,Professore! Ciao (1993),"['Paolo Villaggio', 'Isa Danieli', 'Gigio Morra']"
1403,Caro Diario (Dear Diary) (1994),"['Giulietta Rebeggiani', 'Riccardo Antonaci']"
1404,Withnail and I (1987),"['Richard E. Grant', 'Paul McGann', 'Richard Griffiths']"
1405,Boy's Life 2 (1997),"['Michael Saucedo', 'Justin Urich', 'Travis Sher']"
1406,When Night Is Falling (1995),"['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny']"
1407,The Specialist (1994),"['Sylvester Stallone', 'Sharon Stone', 'James Woods']"
1408,Gordy (1995),"['Doug Stone', 'Kristy Young', 'James Donadio']"
1409,The Swan Princess (1994),"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro']"
1410,Harlem (1993),"['Wesley Snipes', 'Khandi Alexander', 'DeVaughn Nixon']"
1411,Barbarella (1968),"['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg']"
1412,Land Before Time III: The Time of the Great Giving (1995) (V),"['Scott McAfee', 'Candace Hutson', 'Heather Hogan']"
1413,Street Fighter (1994),"['Jean-Claude Van Damme', 'Raul Julia', 'Ming-Na Wen']"
1414,Coldblooded (1995),"['Jason Priestley', 'Kimberly Williams-Paisley', 'Peter Riegert']"
1415,The Next Karate Kid (1994),"['Pat Morita', 'Hilary Swank', 'Michael Ironside']"
1416,No Escape (1994),"['Ray Liotta', 'Lance Henriksen', 'Stuart Wilson']"
1417,The Turning (1992),"['Karen Allen', 'Raymond J. Barry', 'Michael Dolan']"
1418,The Joy Luck Club (1993),"['Kieu Chinh', 'Tsai Chin', 'France Nuyen']"
1419,Highlander III: The Sorcerer (1994),"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']"
1420,Gilligan's Island: The Movie (1998),"['Bob Denver', 'Alan Hale Jr.', 'Jim Backus']"
1421,My Crazy Life (Mi vida loca) (1993),['Unknow']
1422,Suture (1993),"['Dennis Haysbert', 'Mel Harris', 'Sab Shimono']"
1423,The Walking Dead (1995),"['Norman Reedus', 'Melissa McBride', 'Lauren Cohan']"
1424,I Like It Like That (1994),"['Luna Lauren Velez', 'Jon Seda', 'Tomas Melly']"
1425,I'll Do Anything (1994),"['Nick Nolte', 'Whittni Wright', 'Albert Brooks']"
1426,Grace of My Heart (1996),"['Illeana Douglas', 'Sissy Boyd', 'Christina Pickles']"
1427,Drunks (1995),"['Richard Lewis', 'Liza Harris', 'Liam Ahern']"
1428,SubUrbia (1997),"['Chris Pedersen', 'Bill Coyne', 'Jennifer Clay']"
1429,Sliding Doors (1998),"['Gwyneth Paltrow', 'John Hannah', 'John Lynch']"
1430,Ill Gotten Gains (1997),"['Djimon Hounsou', 'Akosua Busia', ""De'aundre Bonds""]"
1431,Legal Deceit (1997),"['Lela Rochon', 'Jeffrey Dean Morgan', 'Phil Morris']"
1432,The Mighty (1998),"['Harry Dean Stanton', 'Gena Rowlands', 'Elden Henson']"
1433,Men of Means (1998),"['Michael Paré', 'Kaela Dobkin', 'Raymond Serra']"
1434,Shooting Fish (1997),"['Rowena Cooper', 'Scott Charles', 'Antonia Corrigan']"
1435,Steal Steal Big (1995),"['Andy Garcia', 'Alan Arkin', 'Rachel Ticotin']"
1436,Mr. Jones (1993),"['Richard Gere', 'Lena Olin', 'Anne Bancroft']"
1437,House Party 3 (1994),"['Christopher Reid', 'Christopher Martin', 'David Edwards']"
1438,Panther (1995),"['Kadeem Hardison', 'Bokeem Woodbine', 'Joe Don Baker']"
1439,Jason's Lyric (1994),"['Allen Payne', 'Jada Pinkett Smith', 'Bokeem Woodbine']"
1440,Above the Rim (1994),"['Duane Martin', 'Leon', 'Tupac Shakur']"
1441,Moonlight and Valentino (1995),"['Elizabeth Perkins', 'Whoopi Goldberg', 'Shadia Simmons']"
1442,The Scarlet Letter (1995),"['Demi Moore', 'Gary Oldman', 'Robert Duvall']"
1443,8 Seconds (1994),"['James Rebhorn', 'Cameron Finley', 'Carrie Snodgress']"
1444,That Darn Cat! (1965),"['Hayley Mills', 'Dean Jones', 'Dorothy Provine']"
1445,Ladybird Ladybird (1994),"['Crissy Rock', 'Vladimir Vega', 'Sandie Lavelle']"
1446,Love Bye Bye (1995),"['Matthew Modine', 'Randy Quaid', 'Paul Reiser']"
1447,Century (1993),"['Charles Dance', 'Clive Owen', 'Miranda Richardson']"
1448,My Favorite Season (1993),"['Catherine Deneuve', 'Daniel Auteuil', 'Marthe Villalonga']"
1449,Pather Panchali (1955),"['Kanu Bannerjee', 'Karuna Bannerjee', 'Chunibala Devi']"
1450,Golden Earrings (1947),"['Ray Milland', 'Marlene Dietrich', 'Murvyn Vye']"
1451,Foreign Correspondent (1940),"['Joel McCrea', 'Laraine Day', 'Herbert Marshall']"
1452,Lady of Burlesque (1943),"['Barbara Stanwyck', ""Michael O'Shea"", 'J. Edward Bromberg']"
1453,Angel on My Shoulder (1946),"['Paul Muni', 'Anne Baxter', 'Claude Rains']"
1454,Angel and the Badman (1947),"['John Wayne', 'Gail Russell', 'Harry Carey']"
1455,The Outlaw (1943),"['Jack Buetel', 'Jane Russell', 'Thomas Mitchell']"
1456,Beat the Devil (1954),"['Humphrey Bogart', 'Jennifer Jones', 'Gina Lollobrigida']"
1457,Love Is All There Is (1996),"['Lainie Kazan', 'Paul Sorvino', 'Barbara Carrera']"
1458,A Damsel in Distress (1937),"['Fred Astaire', 'George Burns', 'Gracie Allen']"
1459,Madame Butterfly (1995),"['Ying Huang', 'Richard Troxell', 'Ning Liang']"
1460,Sleepover (1995),"['Michael Albanese', 'Evi Allen', 'Shannon Barry']"
1461,Here Comes Cookie (1935),"['George Burns', 'Gracie Allen', 'George Barbier']"
1462,Les) Thieves (Voleurs (1996),['Unknow']
1463,Les Boys (1997),"['Marc Messier', 'Rémy Girard', 'Patrick Huard']"
1464,The Stars Fell on Henrietta (1995),"['Robert Duvall', 'Aidan Quinn', 'Frances Fisher']"
1465,Last Summer in the Hamptons (1995),"['Victoria Foyt', 'Viveca Lindfors', 'Jon Robin Baitz']"
1466,Margaret's Museum (1995),"['Helena Bonham Carter', 'Clive Russell', 'Craig Olejnik']"
1467,The Saint of Fort Washington (1993),"['Danny Glover', 'Matt Dillon', 'Rick Aviles']"
1468,The Cure (1995),"['Brad Renfro', 'Aeryk Egan', 'Delphine French']"
1469,Tom and Huck (1995),"['Jonathan Taylor Thomas', 'Brad Renfro', 'Eric Schweig']"
1470,Gumby: The Movie (1995),"['Dal McKennon', 'Art Clokey', 'Gloria Clokey']"
1471,Hideaway (1995),"['Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone']"
1472,The Visitors (Visiteurs,"['Christian Clavier', 'Jean Reno', 'Valérie Lemercier']"
1473,The Little Princess (1939),Unknow
1474,Nina Takes a Lover (1994),"['Laura San Giacomo', 'Paul Rhys', ""Michael O'Keefe""]"
1475,Bhaji on the Beach (1993),"['Kim Vithana', 'Jimmi Harkishin', 'Sarita Khajuria']"
1476,Raw Deal (1948),"[""Dennis O'Keefe"", 'Claire Trevor', 'Marsha Hunt']"
1477,Nightwatch (1997),"['Anais Evans', 'Ewan McGregor', 'Nick Nolte']"
1478,Dead Presidents (1995),"['Larenz Tate', 'Keith David', 'Chris Tucker']"
1479,Reckless (1995),"['Mia Farrow', 'Tony Goldwyn', 'Juana Barrios']"
1480,Herbie Rides Again (1974),"['Helen Hayes', 'Ken Berry', 'Stefanie Powers']"
1481,S.F.W. (1994),"['Stephen Dorff', 'Reese Witherspoon', 'Jake Busey']"
1482,The Gate of Heavenly Peace (1995),"['Deborah Amos', 'Carma Hinton', 'Edward Stanley']"
1483,The Man in the Iron Mask (1998),"['Leonardo DiCaprio', 'Jeremy Irons', 'John Malkovich']"
1484,The Jerky Boys (1994),"['John G. Brennan', 'Kamal Ahmed', 'Alan Arkin']"
1485,Le Colonel Chabert (1994),"['Gérard Depardieu', 'Fanny Ardant', 'Fabrice Luchini']"
